fold,model_type,task_type,score_type,score_val
6,distmult,clf_ec_full,recall,0.6666666666666666
6,node2vec_sg,edge_pred,au_roc,0.6091331659767178
6,node2vec_sg,edge_pred,precision,0.5286312849162011
6,node2vec_sg,edge_pred,recall,0.6292601828761429
6,node2vec_sg,clf_kinase_substrate,au_roc,0.5310088734567902
6,node2vec_sg,clf_kinase_substrate,precision,0.5555555555555556
6,node2vec_sg,clf_kinase_substrate,recall,0.5092592592592593
6,node2vec_sg,clf_ec,au_roc,0.6248125937031483
6,node2vec_sg,clf_ec,precision,0.57
6,node2vec_sg,clf_ec,recall,0.6551724137931034
6,node2vec_sg,clf_ec_full,au_roc,0.6704781704781705
6,node2vec_sg,clf_ec_full,precision,0.6136363636363636
6,node2vec_sg,clf_ec_full,recall,0.6923076923076923
6,node2vec_cbow,edge_pred,au_roc,0.7149361287830577
6,node2vec_cbow,edge_pred,precision,0.5302826379542396
6,node2vec_cbow,edge_pred,recall,0.9825436408977556
6,node2vec_cbow,clf_kinase_substrate,au_roc,0.6609278549382716
6,node2vec_cbow,clf_kinase_substrate,precision,0.65
6,node2vec_cbow,clf_kinase_substrate,recall,0.6018518518518519
6,node2vec_cbow,clf_ec,au_roc,0.6775362318840579
6,node2vec_cbow,clf_ec,precision,0.5977011494252874
6,node2vec_cbow,clf_ec,recall,0.5977011494252874
6,node2vec_cbow,clf_ec_full,au_roc,0.6472626472626473
6,node2vec_cbow,clf_ec_full,precision,0.625
6,node2vec_cbow,clf_ec_full,recall,0.6410256410256411
6,transe,edge_pred,au_roc,0.5912656706805997
6,transe,edge_pred,precision,0.5248419150858176
6,transe,edge_pred,recall,0.9659185369908562
6,transe,clf_kinase_substrate,au_roc,0.5792341820987655
6,transe,clf_kinase_substrate,precision,0.5393258426966292
6,transe,clf_kinase_substrate,recall,0.4444444444444444
6,transe,clf_ec,au_roc,0.5911419290354822
6,transe,clf_ec,precision,0.5714285714285714
6,transe,clf_ec,recall,0.5057471264367817
6,transe,clf_ec_full,au_roc,0.6663201663201663
6,transe,clf_ec_full,precision,0.6285714285714286
6,transe,clf_ec_full,recall,0.5641025641025641
7,triple_walk_cbow,edge_pred,au_roc,0.7555131981628085
7,triple_walk_cbow,edge_pred,precision,0.5209606986899563
7,triple_walk_cbow,edge_pred,recall,0.9916874480465503
7,triple_walk_cbow,clf_kinase_substrate,au_roc,0.8213461538461537
7,triple_walk_cbow,clf_kinase_substrate,precision,0.75
7,triple_walk_cbow,clf_kinase_substrate,recall,0.72
7,triple_walk_cbow,clf_ec,au_roc,0.8139724310776943
7,triple_walk_cbow,clf_ec,precision,0.6966292134831461
7,triple_walk_cbow,clf_ec,recall,0.7380952380952381
7,triple_walk_cbow,clf_ec_full,au_roc,0.5999999999999999
7,triple_walk_cbow,clf_ec_full,precision,0.6285714285714286
7,triple_walk_cbow,clf_ec_full,recall,0.4782608695652174
7,triple_walk_sg,edge_pred,au_roc,0.8198542850410687
7,triple_walk_sg,edge_pred,precision,0.6368186874304783
7,triple_walk_sg,edge_pred,recall,0.9517871986699917
7,triple_walk_sg,clf_kinase_substrate,au_roc,0.711201923076923
7,triple_walk_sg,clf_kinase_substrate,precision,0.6559139784946236
7,triple_walk_sg,clf_kinase_substrate,recall,0.61
7,triple_walk_sg,clf_ec,au_roc,0.7074561403508771
7,triple_walk_sg,clf_ec,precision,0.6363636363636364
7,triple_walk_sg,clf_ec,recall,0.6666666666666666
7,triple_walk_sg,clf_ec_full,au_roc,0.607608695652174
7,triple_walk_sg,clf_ec_full,precision,0.71875
7,triple_walk_sg,clf_ec_full,recall,0.5
7,deepwalk_sg,edge_pred,au_roc,0.5924697123912304
7,deepwalk_sg,edge_pred,precision,0.5229226361031518
7,deepwalk_sg,edge_pred,recall,0.6068162926018288
7,deepwalk_sg,clf_kinase_substrate,au_roc,0.5911538461538461
7,deepwalk_sg,clf_kinase_substrate,precision,0.5555555555555556
7,deepwalk_sg,clf_kinase_substrate,recall,0.55
7,deepwalk_sg,clf_ec,au_roc,0.6604010025062657
7,deepwalk_sg,clf_ec,precision,0.5833333333333334
7,deepwalk_sg,clf_ec,recall,0.5833333333333334
7,deepwalk_sg,clf_ec_full,au_roc,0.5898550724637681
7,deepwalk_sg,clf_ec_full,precision,0.6578947368421053
7,deepwalk_sg,clf_ec_full,recall,0.5434782608695652
7,deepwalk_cbow,edge_pred,au_roc,0.7201755240604502
7,deepwalk_cbow,edge_pred,precision,0.5333333333333333
7,deepwalk_cbow,edge_pred,recall,0.9908561928512053
7,deepwalk_cbow,clf_kinase_substrate,au_roc,0.7829807692307692
7,deepwalk_cbow,clf_kinase_substrate,precision,0.6952380952380952
7,deepwalk_cbow,clf_kinase_substrate,recall,0.73
7,deepwalk_cbow,clf_ec,au_roc,0.7780075187969925
7,deepwalk_cbow,clf_ec,precision,0.6777777777777778
7,deepwalk_cbow,clf_ec,recall,0.7261904761904762
7,deepwalk_cbow,clf_ec_full,au_roc,0.7119565217391304
7,deepwalk_cbow,clf_ec_full,precision,0.7272727272727273
7,deepwalk_cbow,clf_ec_full,recall,0.5217391304347826
7,distmult,edge_pred,au_roc,0.6348478346942287
7,distmult,edge_pred,precision,0.5451776649746193
7,distmult,edge_pred,recall,0.8927680798004988
7,distmult,clf_kinase_substrate,au_roc,0.7873557692307692
7,distmult,clf_kinase_substrate,precision,0.7848101265822784
7,distmult,clf_kinase_substrate,recall,0.62
7,distmult,clf_ec,au_roc,0.6495614035087719
7,distmult,clf_ec,precision,0.6046511627906976
7,distmult,clf_ec,recall,0.6190476190476191
7,distmult,clf_ec_full,au_roc,0.7644927536231884
7,distmult,clf_ec_full,precision,0.8695652173913043
7,distmult,clf_ec_full,recall,0.43478260869565216
7,node2vec_sg,edge_pred,au_roc,0.6228668423151045
7,node2vec_sg,edge_pred,precision,0.543002915451895
7,node2vec_sg,edge_pred,recall,0.6192851205320034
7,node2vec_sg,clf_kinase_substrate,au_roc,0.6393750000000001
7,node2vec_sg,clf_kinase_substrate,precision,0.5925925925925926
7,node2vec_sg,clf_kinase_substrate,recall,0.64
7,node2vec_sg,clf_ec,au_roc,0.7296992481203007
7,node2vec_sg,clf_ec,precision,0.6161616161616161
7,node2vec_sg,clf_ec,recall,0.7261904761904762
7,node2vec_sg,clf_ec_full,au_roc,0.45
7,node2vec_sg,clf_ec_full,precision,0.5483870967741935
7,node2vec_sg,clf_ec_full,recall,0.3695652173913043
7,node2vec_cbow,edge_pred,au_roc,0.7157622015894041
7,node2vec_cbow,edge_pred,precision,0.536003600360036
7,node2vec_cbow,edge_pred,recall,0.9900249376558603
7,node2vec_cbow,clf_kinase_substrate,au_roc,0.7195192307692307
7,node2vec_cbow,clf_kinase_substrate,precision,0.6534653465346535
7,node2vec_cbow,clf_kinase_substrate,recall,0.66
7,node2vec_cbow,clf_ec,au_roc,0.7151002506265666
7,node2vec_cbow,clf_ec,precision,0.6082474226804123
7,node2vec_cbow,clf_ec,recall,0.7023809523809523
7,node2vec_cbow,clf_ec_full,au_roc,0.568840579710145
7,node2vec_cbow,clf_ec_full,precision,0.6666666666666666
7,node2vec_cbow,clf_ec_full,recall,0.391304347826087
7,transe,edge_pred,au_roc,0.6295611069306507
7,transe,edge_pred,precision,0.528191249436175
7,transe,edge_pred,recall,0.9733998337489609
7,transe,clf_kinase_substrate,au_roc,0.6148076923076923
7,transe,clf_kinase_substrate,precision,0.6129032258064516
7,transe,clf_kinase_substrate,recall,0.57
7,transe,clf_ec,au_roc,0.437406015037594
7,transe,clf_ec,precision,0.43010752688172044
7,transe,clf_ec,recall,0.47619047619047616
7,transe,clf_ec_full,au_roc,0.6543478260869565
7,transe,clf_ec_full,precision,0.71875
7,transe,clf_ec_full,recall,0.5
8,triple_walk_cbow,edge_pred,au_roc,0.7423416382844497
8,triple_walk_cbow,edge_pred,precision,0.5154549412276883
8,triple_walk_cbow,edge_pred,recall,0.9842061512884456
8,triple_walk_cbow,clf_kinase_substrate,au_roc,0.8194070080862534
8,triple_walk_cbow,clf_kinase_substrate,precision,0.77
8,triple_walk_cbow,clf_kinase_substrate,recall,0.7264150943396226
8,triple_walk_cbow,clf_ec,au_roc,0.7999750124937531
8,triple_walk_cbow,clf_ec,precision,0.7733333333333333
8,triple_walk_cbow,clf_ec,recall,0.6304347826086957
8,triple_walk_cbow,clf_ec_full,au_roc,0.5644599303135889
8,triple_walk_cbow,clf_ec_full,precision,0.5333333333333333
8,triple_walk_cbow,clf_ec_full,recall,0.6857142857142857
8,triple_walk_sg,edge_pred,au_roc,0.780306438116402
8,triple_walk_sg,edge_pred,precision,0.6182999458581484
8,triple_walk_sg,edge_pred,recall,0.9492934330839568
8,triple_walk_sg,clf_kinase_substrate,au_roc,0.7059587986137852
8,triple_walk_sg,clf_kinase_substrate,precision,0.6631578947368421
8,triple_walk_sg,clf_kinase_substrate,recall,0.5943396226415094
8,triple_walk_sg,clf_ec,au_roc,0.6812843578210893
8,triple_walk_sg,clf_ec,precision,0.6153846153846154
8,triple_walk_sg,clf_ec,recall,0.5217391304347826
8,triple_walk_sg,clf_ec_full,au_roc,0.4637630662020906
8,triple_walk_sg,clf_ec_full,precision,0.4634146341463415
8,triple_walk_sg,clf_ec_full,recall,0.5428571428571428
8,deepwalk_sg,edge_pred,au_roc,0.6213442564273716
8,deepwalk_sg,edge_pred,precision,0.5267284390591589
8,deepwalk_sg,edge_pred,recall,0.6142975893599335
8,deepwalk_sg,clf_kinase_substrate,au_roc,0.5901520985752793
8,deepwalk_sg,clf_kinase_substrate,precision,0.5825242718446602
8,deepwalk_sg,clf_kinase_substrate,recall,0.5660377358490566
8,deepwalk_sg,clf_ec,au_roc,0.735944527736132
8,deepwalk_sg,clf_ec,precision,0.6867469879518072
8,deepwalk_sg,clf_ec,recall,0.6195652173913043
8,deepwalk_sg,clf_ec_full,au_roc,0.6275261324041811
8,deepwalk_sg,clf_ec_full,precision,0.5555555555555556
8,deepwalk_sg,clf_ec_full,recall,0.7142857142857143
8,deepwalk_cbow,edge_pred,au_roc,0.7107183551235516
8,deepwalk_cbow,edge_pred,precision,0.538006372325899
8,deepwalk_cbow,edge_pred,recall,0.9825436408977556
8,deepwalk_cbow,clf_kinase_substrate,au_roc,0.7256931074316519
8,deepwalk_cbow,clf_kinase_substrate,precision,0.7176470588235294
8,deepwalk_cbow,clf_kinase_substrate,recall,0.5754716981132075
8,deepwalk_cbow,clf_ec,au_roc,0.7335082458770615
8,deepwalk_cbow,clf_ec,precision,0.7341772151898734
8,deepwalk_cbow,clf_ec,recall,0.6304347826086957
8,deepwalk_cbow,clf_ec_full,au_roc,0.7630662020905924
8,deepwalk_cbow,clf_ec_full,precision,0.6444444444444445
8,deepwalk_cbow,clf_ec_full,recall,0.8285714285714286
8,distmult,edge_pred,au_roc,0.6588720081204581
8,distmult,edge_pred,precision,0.5463800904977375
8,distmult,edge_pred,recall,0.8029925187032418
8,distmult,clf_kinase_substrate,au_roc,0.8143530997304582
8,distmult,clf_kinase_substrate,precision,0.8072289156626506
8,distmult,clf_kinase_substrate,recall,0.6320754716981132
8,distmult,clf_ec,au_roc,0.6927786106946526
8,distmult,clf_ec,precision,0.7
8,distmult,clf_ec,recall,0.6086956521739131
8,distmult,clf_ec_full,au_roc,0.691637630662021
8,distmult,clf_ec_full,precision,0.5306122448979592
8,distmult,clf_ec_full,recall,0.7428571428571429
8,node2vec_sg,edge_pred,au_roc,0.6196395959394946
8,node2vec_sg,edge_pred,precision,0.5409717186366932
8,node2vec_sg,edge_pred,recall,0.6201163757273483
8,node2vec_sg,clf_kinase_substrate,au_roc,0.6663457835964574
8,node2vec_sg,clf_kinase_substrate,precision,0.6470588235294118
8,node2vec_sg,clf_kinase_substrate,recall,0.6226415094339622
8,node2vec_sg,clf_ec,au_roc,0.7080209895052474
8,node2vec_sg,clf_ec,precision,0.6585365853658537
8,node2vec_sg,clf_ec,recall,0.5869565217391305
8,node2vec_sg,clf_ec_full,au_roc,0.681184668989547
8,node2vec_sg,clf_ec_full,precision,0.5434782608695652
8,node2vec_sg,clf_ec_full,recall,0.7142857142857143
8,node2vec_cbow,edge_pred,au_roc,0.7140558136385277
8,node2vec_cbow,edge_pred,precision,0.5347159603246168
8,node2vec_cbow,edge_pred,recall,0.9858686616791354
8,node2vec_cbow,clf_kinase_substrate,au_roc,0.6848767809010397
8,node2vec_cbow,clf_kinase_substrate,precision,0.6931818181818182
8,node2vec_cbow,clf_kinase_substrate,recall,0.5754716981132075
8,node2vec_cbow,clf_ec,au_roc,0.6719765117441279
8,node2vec_cbow,clf_ec,precision,0.6625
8,node2vec_cbow,clf_ec,recall,0.5760869565217391
8,node2vec_cbow,clf_ec_full,au_roc,0.7623693379790941
8,node2vec_cbow,clf_ec_full,precision,0.6078431372549019
8,node2vec_cbow,clf_ec_full,recall,0.8857142857142857
8,transe,edge_pred,au_roc,0.6258456795113905
8,transe,edge_pred,precision,0.5317496573777981
8,transe,edge_pred,recall,0.9675810473815462
8,transe,clf_kinase_substrate,au_roc,0.5539083557951483
8,transe,clf_kinase_substrate,precision,0.5411764705882353
8,transe,clf_kinase_substrate,recall,0.4339622641509434
8,transe,clf_ec,au_roc,0.456896551724138
8,transe,clf_ec,precision,0.5
8,transe,clf_ec,recall,0.45652173913043476
8,transe,clf_ec_full,au_roc,0.6090592334494773
8,transe,clf_ec_full,precision,0.5609756097560976
8,transe,clf_ec_full,recall,0.6571428571428571
9,triple_walk_cbow,edge_pred,au_roc,0.7171644043067433
9,triple_walk_cbow,edge_pred,precision,0.5187772925764192
9,triple_walk_cbow,edge_pred,recall,0.9883527454242929
9,triple_walk_cbow,clf_kinase_substrate,au_roc,0.8563368055555555
9,triple_walk_cbow,clf_kinase_substrate,precision,0.8064516129032258
9,triple_walk_cbow,clf_kinase_substrate,recall,0.78125
9,triple_walk_cbow,clf_ec,au_roc,0.7653381946190596
9,triple_walk_cbow,clf_ec,precision,0.6904761904761905
9,triple_walk_cbow,clf_ec,recall,0.7073170731707317
9,triple_walk_cbow,clf_ec_full,au_roc,0.6625
9,triple_walk_cbow,clf_ec_full,precision,0.6216216216216216
9,triple_walk_cbow,clf_ec_full,recall,0.575
9,triple_walk_sg,edge_pred,au_roc,0.7633903975902615
9,triple_walk_sg,edge_pred,precision,0.6186854970124932
9,triple_walk_sg,edge_pred,recall,0.9475873544093179
9,triple_walk_sg,clf_kinase_substrate,au_roc,0.679542824074074
9,triple_walk_sg,clf_kinase_substrate,precision,0.6129032258064516
9,triple_walk_sg,clf_kinase_substrate,recall,0.59375
9,triple_walk_sg,clf_ec,au_roc,0.6439527281870756
9,triple_walk_sg,clf_ec,precision,0.5526315789473685
9,triple_walk_sg,clf_ec,recall,0.5121951219512195
9,triple_walk_sg,clf_ec_full,au_roc,0.5190972222222223
9,triple_walk_sg,clf_ec_full,precision,0.5625
9,triple_walk_sg,clf_ec_full,recall,0.45
9,deepwalk_sg,edge_pred,au_roc,0.5967048125558899
9,deepwalk_sg,edge_pred,precision,0.538781163434903
9,deepwalk_sg,edge_pred,recall,0.6472545757071547
9,deepwalk_sg,clf_kinase_substrate,au_roc,0.5334683641975309
9,deepwalk_sg,clf_kinase_substrate,precision,0.5232558139534884
9,deepwalk_sg,clf_kinase_substrate,recall,0.46875
9,deepwalk_sg,clf_ec,au_roc,0.7149861704802615
9,deepwalk_sg,clf_ec,precision,0.6046511627906976
9,deepwalk_sg,clf_ec,recall,0.6341463414634146
9,deepwalk_sg,clf_ec_full,au_roc,0.5885416666666666
9,deepwalk_sg,clf_ec_full,precision,0.631578947368421
9,deepwalk_sg,clf_ec_full,recall,0.6
9,deepwalk_cbow,edge_pred,au_roc,0.7332973884346943
9,deepwalk_cbow,edge_pred,precision,0.5344749887336638
9,deepwalk_cbow,edge_pred,recall,0.9866888519134775
9,deepwalk_cbow,clf_kinase_substrate,au_roc,0.7310474537037037
9,deepwalk_cbow,clf_kinase_substrate,precision,0.6666666666666666
9,deepwalk_cbow,clf_kinase_substrate,recall,0.6666666666666666
9,deepwalk_cbow,clf_ec,au_roc,0.7181292431481017
9,deepwalk_cbow,clf_ec,precision,0.6410256410256411
9,deepwalk_cbow,clf_ec,recall,0.6097560975609756
9,deepwalk_cbow,clf_ec_full,au_roc,0.6746527777777778
9,deepwalk_cbow,clf_ec_full,precision,0.7027027027027027
9,deepwalk_cbow,clf_ec_full,recall,0.65
9,distmult,edge_pred,au_roc,0.6442752788613542
9,distmult,edge_pred,precision,0.5411899313501144
9,distmult,edge_pred,recall,0.7870216306156406
9,distmult,clf_kinase_substrate,au_roc,0.8096064814814814
9,distmult,clf_kinase_substrate,precision,0.7848101265822784
9,distmult,clf_kinase_substrate,recall,0.6458333333333334
9,distmult,clf_ec,au_roc,0.6693487553432234
9,distmult,clf_ec,precision,0.6049382716049383
9,distmult,clf_ec,recall,0.5975609756097561
9,distmult,clf_ec_full,au_roc,0.5670138888888889
9,distmult,clf_ec_full,precision,0.5227272727272727
9,distmult,clf_ec_full,recall,0.575
9,node2vec_sg,edge_pred,au_roc,0.6293493788776887
9,node2vec_sg,edge_pred,precision,0.5424791086350975
9,node2vec_sg,edge_pred,recall,0.6480865224625624
9,node2vec_sg,clf_kinase_substrate,au_roc,0.5602816358024691
9,node2vec_sg,clf_kinase_substrate,precision,0.5257731958762887
9,node2vec_sg,clf_kinase_substrate,recall,0.53125
9,node2vec_sg,clf_ec,au_roc,0.6778979129997486
9,node2vec_sg,clf_ec,precision,0.6265060240963856
9,node2vec_sg,clf_ec,recall,0.6341463414634146
9,node2vec_sg,clf_ec_full,au_roc,0.5565972222222222
9,node2vec_sg,clf_ec_full,precision,0.5813953488372093
9,node2vec_sg,clf_ec_full,recall,0.625
9,node2vec_cbow,edge_pred,au_roc,0.6863034709206232
9,node2vec_cbow,edge_pred,precision,0.5308035714285714
9,node2vec_cbow,edge_pred,recall,0.9891846921797005
9,node2vec_cbow,clf_kinase_substrate,au_roc,0.7240065586419754
9,node2vec_cbow,clf_kinase_substrate,precision,0.6631578947368421
9,node2vec_cbow,clf_kinase_substrate,recall,0.65625
9,node2vec_cbow,clf_ec,au_roc,0.6101961277344732
9,node2vec_cbow,clf_ec,precision,0.49019607843137253
9,node2vec_cbow,clf_ec,recall,0.6097560975609756
9,node2vec_cbow,clf_ec_full,au_roc,0.6416666666666667
9,node2vec_cbow,clf_ec_full,precision,0.6206896551724138
9,node2vec_cbow,clf_ec_full,recall,0.45
9,transe,edge_pred,au_roc,0.6336510004125127
9,transe,edge_pred,precision,0.5341701534170153
9,transe,edge_pred,recall,0.9559068219633944
9,transe,clf_kinase_substrate,au_roc,0.5945698302469136
9,transe,clf_kinase_substrate,precision,0.5333333333333333
9,transe,clf_kinase_substrate,recall,0.5
9,transe,clf_ec,au_roc,0.5379054563741514
9,transe,clf_ec,precision,0.5
9,transe,clf_ec,recall,0.6097560975609756
9,transe,clf_ec_full,au_roc,0.5336805555555555
9,transe,clf_ec_full,precision,0.5116279069767442
9,transe,clf_ec_full,recall,0.55
